X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
36.8909244750379,-1.25769631450828,"8962983524",node,12.5,hospital,hospital,Mkunga Hospital,,,,,,,,,,,,,,,,,,,,,,,,129039423,2,2022/11/17 12:14:52+00,85fa05ef03284b2fbfd64fb04e3d8835
36.8775997635629,-1.30950871369924,"1446059252",node,15.625,pharmacy,pharmacy,Medical clinic,,,,,,,,,,,yes,,,,,,,,,,,,,71595767,2,2019/06/25 11:16:52+00,dc240be808bd4f5ea3b7270d63829bb1
36.6629057794956,-1.24594882575352,"7321553985",node,34.375,pharmacy,pharmacy,Trafalger Pharmacy,private,,,private,operational,,,,,,yes,yes,,,water_works,grid,,,,,,,,82517398,1,2020/03/23 10:22:37+00,ebdd094edcac456a8bafd8cd1e9f619a
36.84937077096,-1.31368223092738,"3856214866",node,9.375,pharmacy,,Newstart Herbal,,,,,,,,,,,,,,,,,,,,,,,,35548151,1,2015/11/24 11:18:43+00,12e2d48dcf7146ab921ba95607044ce2
36.8878274456343,-1.21963962425343,"8416284519",node,28.125,clinic,clinic,Berton Health Specialists Clinic,,,"gynaecology;radiology",private,operational,Mo-Fr 08:00-17:00,"5",,,,,,,,,,,,,,,,,99131660,1,2021/02/11 19:50:53+00,2ccf0aa493c949deb90987db1f1fc2fc
36.8197253205398,-1.29210612251134,"8420929917",node,18.75,clinic,clinic,Genessaret Clinic,,,,,,Mo-Fr 08:00-17:00,"0",,,,,,,,,,,,,,,,,116986728,2,2022/02/04 02:45:12+00,6e168074003b48dfb1b14f40ad4af575
,,"569280187",way,28.125,hospital,hospital,Pumwani Maternity Hospital,,,,government,,24/7,"350",,,,,,,,,,,,,,General Waruingi Street,,Nairobi,145564372,5,2023/12/27 09:21:54+00,7f2e7ebdc5674027875f11dca16546c1
35.279588917704,-0.37152630701101,"8266931917",node,12.5,doctors,doctor,Orthopedics and Trauma,,,,,,,,,,,,,,,,,,,,,,,,145848433,2,2024/01/03 17:17:12+00,f56b99d83dd44be4b34aab751ecc8f80
36.79637493086,-1.31463005653825,"7930787272",node,15.625,clinic,,Sprout Medical Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,134437531,2,2023/04/03 05:43:13+00,4c6d2e2553bd41008c8fb0f22ec7b0c8
37.4451452167831,-1.66310307093036,"5641419316",node,18.75,clinic,,DG Peter's Medical Center,,,,,,Mo- Fr 7:00-7:00,,,,,yes,,,,,always,,,,,,,,61359703,2,2018/08/04 18:35:55+00,dce88df0468140028939f1453ca3278c
36.9136035580925,-1.27739420606119,"8415817017",node,25,clinic,clinic,Chasmile Medical Clinic,,,,private,operational,Sa-Su 08:00-17:00,"0",,,,,,,,,,,,,,,,,99126184,1,2021/02/11 17:50:45+00,415faf4afb484094960bc8a5a64e718d
,,"48161236",way,18.75,hospital,,Amref-Kibera Health Centre,,,,ngo_international,operational,Mo-Fr 08:00-16:30,,,,,,,,,,,,,,,,,,127167451,2,2022/10/07 18:55:05+00,2dacb68474c240b3be0ec99d4e8960d2
36.9011333816461,-1.28881605787768,"8415831221",node,25,clinic,clinic,Aga Khan University Hospital - (Greenspan Mall Clinic),,,,private,operational,Mo-Fr 08:00-17:00,"2",,,,,,,,,,,,,,,,,110050907,3,2021/08/22 08:10:08+00,73ee4bf382d24eeeb424f6fe08c9e0fb
36.7960569214536,-1.31736783757182,"612008640",node,21.875,clinic,,Silanga Dispensary,,,,ngo_international,operational,Mo-Fr 08:00-17:00,,,,,yes,,,,,,,,,,,,,134436534,16,2023/04/03 04:49:06+00,4c0f47211c07416cb3daa73c24545c48
,,"539695069",way,21.875,hospital,hospital,Royal Medical & Maternity,,,,private,operational,24/7,,,,,,,,,,,,,,,,,,134436534,3,2023/04/03 04:49:06+00,25d3811d4433432695c0d65ad8359782
,,"798307185",way,12.5,hospital,hospital,Lundi Dispensary,,,,,,,,,,,,,,,,,,,,,,,,84402530,1,2020/04/30 10:03:30+00,a03def55bb384ba1a1e89f12fdbdacbb
36.8884999257259,-1.25026005765079,"8891905585",node,12.5,clinic,clinic,Provide International Korogocho,,,,,,,,,,,,,,,,,,,,,,,,107379304,1,2021/07/04 08:08:24+00,ebb6c020672e463c8ab237d4b36f1ce7
36.7468488633977,-1.2900006722532,"8074036743",node,15.625,pharmacy,,Kawangware Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,3a113cbc647140c089a02f3ed154e97c
,,"795163543",way,18.75,hospital,hospital,Kobuya Health Center,Government of Kenya,,,government,,,,,,,,,,,,,,,,,,,,83987285,1,2020/04/23 08:37:21+00,ab8ebba92e474972835d975a934e47f7
,,"643339000",way,18.75,hospital,hospital,Gatundu District Hospital,,,,,,,,,,,,,,,,,,,,,Gatundu-Kinare Road,,Gatundu,64399626,1,2018/11/12 10:14:05+00,85b1c7cc8d614f338732879d4d046188
,,"366311075",way,9.375,hospital,,Konton Dispensry,,,,,,,,,,,,,,,,,,,,,,,,33414878,1,2015/08/18 13:09:17+00,c296ec7aaa5a4cf09dd36005bfd18070
35.7432732866919,0.49296449466118,"5781632990",node,9.375,clinic,,Sundowner Chemist,,,,,,,,,,,,,,,,,,,,,,,,61817326,2,2018/08/20 09:44:48+00,dcaa1a3f99224a0986b5b0e3c541cc03
36.8198004223922,-1.29214635564659,"8432644717",node,25,clinic,clinic,Exselle Health Care,,,,private,operational,Mo-Su 09:00-17:00,"3",,,,,,,,,,,,,,,,,116986728,2,2022/02/04 02:45:12+00,910882899b544d4d95a28ea00cb14116
40.3603167419798,1.66942654732836,"3781927480",node,9.375,clinic,,Argane Dispensary,,,,,,,,,,,,,,,,,,,,,,,,34567731,1,2015/10/11 11:54:27+00,caeec5195c4b4529b6cfe9a10b6556df
,,"739511941",way,9.375,clinic,,Lokornoi Dispensary,,,,,,,,,,,,,,,,,,,,,,,,77094053,3,2019/11/14 20:35:41+00,e4a4fbd2c7c14d9ea319770e064902be
36.9031662446228,-1.21838250641548,"8429616117",node,25,clinic,clinic,Kasarani Claycity Medical Centre (Kasarani),,,,private,operational,Mo-Fr 08:00-17:00,"0",,,,,,,,,,,,,,,,,116137052,2,2022/01/14 08:23:10+00,70819385a9764fbcb44bc3105572cceb
36.887850579687,-1.24687980373898,"2405823297",node,9.375,clinic,,Redeemed Gospel Church Clinic,,,,,,,,,,,,,,,,,,,,,,,,17201651,1,2013/08/03 09:20:18+00,71c100d49785492283c8c7475c7d172d
36.7483766328891,-1.29125670044374,"8074036801",node,15.625,pharmacy,,Ninalink Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,178d2b4cb3d848a6a83baf77dc1e3384
35.3491101828249,-1.3383944284158,"1599710046",node,9.375,doctors,,Olesere Community Health Center,,,,,,,,,,,,,,,,,,,,,,,,10731193,2,2012/02/19 15:29:09+00,b089338893484d58bff290cc166050eb
36.8725279577717,-1.31462402156796,"8432649917",node,28.125,clinic,clinic,Fairview Nursing Home Kware,,,gynaecology,private,operational,24/7,"8",,,,,,,,,,,,,,,,,99470610,1,2021/02/17 18:14:01+00,8f1c074d463e42d08003b7a0c78405ac
34.7660392656325,-0.089840967657722,"8190820921",node,15.625,hospital,,Tuungane Hospital,,,,private,operational,,,,,,,,,,,,,,,,,,,137468895,2,2023/06/18 07:37:23+00,7997d23d6d544a6c94af4275e94de233
36.7758652519847,-1.31121141350991,"4963467523",node,21.875,clinic,,Rosade Medical Clinic,,,,private,operational,08:00-20:00,,,,,,,,,,,,,,,,,,135608976,3,2023/05/02 10:09:37+00,4c35fdfcd3eb41d2bb19f2927c82d1db
36.782273636056,-1.31243450082098,"698602290",node,21.875,pharmacy,,REMS,,,,private,operational,08:00-19:00,,,,,yes,,,,,,,,,,,,,6012696,3,2010/10/11 15:28:29+00,d53cf2a722324445ad71c86b825a10f5
36.9477269564642,-1.28912392518126,"8428495317",node,25,clinic,clinic,Equity Afia Utawala Medical Centre,,,,private,operational,Mo-Su 09:00-17:00,"7",,,,,,,,,,,,,,,,,136372097,2,2023/05/21 13:18:07+00,063adaee8fcb4c10a1341aead6962b2b
36.901875263896,-1.18350733514822,"2417344957",node,9.375,pharmacy,,Rugi Chemist,,,,,,,,,,,,,,,,,,,,,,,,22761069,2,2014/06/05 18:28:56+00,28a3693b211c4b4a82b1d44d20557921
36.8702576354781,-1.25344794688479,"1038219168",node,18.75,pharmacy,pharmacy,Nuffield Medical Service Providers,,,,,,24/7,,,,,yes,,,,,,,,,,,,,100224317,4,2021/03/01 18:18:56+00,a395a898b6b54c818dcc05793acb6fe9
39.5291056163058,-3.52267665355581,"3421461747",node,12.5,hospital,,mbazizo medical clinic,,,,cbo,,,,,,,,,,,,,,,,,,,,30194481,3,2015/04/13 18:07:50+00,97117fa2e3f24045bfc470c74f042c7c
,,"421281956",way,21.875,hospital,hospital,Ngong Road Health Centre,Nairobi County,,general,public,,,,,,,,,,,,,,,,,,,,116064787,5,2022/01/12 12:19:16+00,ecfd7e1e1d0d45fabd950a48b3977d94
36.8706999485086,-1.31074001527543,"8895109584",node,12.5,dentist,dentist,Paradise Medical Center,,,,,,,,,,,,,,,,,,,,,,,,107443022,1,2021/07/05 13:34:48+00,9b9036ce51c949c7804bffbb0587cefa
36.7976204816716,-1.31330135724718,"2016217939",node,18.75,dentist,,Kibera Medical Clinic,,,,private,operational,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,,,,134493322,4,2023/04/04 12:13:47+00,ee9d5d91b0ee4df0b13ebb404be09d81
36.795500782178,-1.31678345128256,"696656808",node,25,pharmacy,,Silanga Pharmacy,,,,private,operational,Mo-Su 08:30-22:00,,,,,yes,,,,,,,,,,,,,134436534,4,2023/04/03 04:49:06+00,af46004416fe45a69f84f9c06d744be3
,,"352172759",way,18.75,hospital,,Olenguruone District Hospital,Government,,,,,,,,,,,,yes,,,,,,,,,,Olenguruone,31801769,1,2015/06/07 22:49:59+00,f40737fec4f6443586db612fb0d8f95e
36.8969406698597,-1.23986607862048,"2405883359",node,9.375,pharmacy,,,,,,,,,,,,,Lucky summer pharmacy,,,,,,,,,,,,,65187818,2,2018/12/05 08:05:43+00,13fdf333bc9e45cbbed816814a329cfc
,,"792432279",way,12.5,hospital,hospital,Tumaini community clinic,,,,,,,,,,,,,,,,,,,,,,,,83630199,1,2020/04/16 07:08:29+00,5102feedb1554131a2165652cabc27b4
36.7514082834479,-1.28866333960187,"8074036744",node,15.625,pharmacy,,Late Night Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,4974323230e6487780e7f76277821d9b
36.0735154940436,-0.301503217347232,"9097199068",node,18.75,pharmacy,pharmacy,Tazama Chemist,,,,,,Mo-Su 08:00-21:30,,,,,yes,,,,,,,,,,,,,111334896,2,2021/09/17 12:09:53+00,39db2479863744b8b400b9767d27c884
36.8645766329642,-1.25955994685987,"2378857107",node,21.875,pharmacy,,Ubora harbal chemist,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,19292003,3,2013/12/05 16:14:20+00,267098b044a14b1f9aea79eb8e4c435f
39.6542009949428,-0.485130012578082,"11364707369",node,21.875,pharmacy,,Iftin pharmacy,Private consultant,,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,144257155,1,2023/11/20 17:57:19+00,5a358e9403b24439b94c7569b8c0567d
,,"559725838",way,18.75,hospital,hospital,Aga Khan University Hospital,,,,,,,,,,,,,,,,,,,,,Ronald Ngala Road,,Mombasa,123014246,3,2022/06/29 18:24:19+00,afbbdbca1f5d4af2b660769c8fabbeba
36.8177353729074,-1.28388422986942,"5555073945",node,21.875,clinic,clinic,Karen Hospital Clinic,,,,,,,,,,,,,,,,,,,,"2nd floor Chester House,",Koinage Street,,Nairobi,127095515,3,2022/10/06 10:48:53+00,5d9d49a730f64157998b8a5295618088
36.7997519996486,-1.29896184875503,"5401775775",node,21.875,clinic,clinic,Careville Wellness Centre,,,,,,,,,,,,,,,,,,,,"Suite 5, 2nd Floor, Bayswater Apartment, Ngong Rd, Nairobi",Ngong Road,,Nairobi,135621435,2,2023/05/02 15:19:53+00,3f7b3e8b8f694d0aa0d3fbc3fde25e72
36.7533002466323,-1.28215487560666,"8074036800",node,15.625,pharmacy,,Larmar,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,986007fb1dbb41c28a7d8ef11e04bd03
40.0073864829371,1.62762784022072,"3713167017",node,12.5,pharmacy,pharmacy,Lehely District Hospital,,,,,,,,,,,,,,,,,,,,,,,,92421456,2,2020/10/13 13:41:45+00,9537d03c637c46f8a9f703d8d1bf99df
34.780276682544,-0.092810005399855,"8191008208",node,15.625,clinic,,Manyatta Community Medical Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,95232096,1,2020/12/03 14:18:42+00,892ad53cddd243df96b2e2f994969d52
,,"792407657",way,28.125,hospital,hospital,Wema Medical Clinic,Child and Family wellness shops,,,private,operational,24/7,,,,,,,,,,,,,,,,,,83624514,1,2020/04/16 05:24:16+00,980ad68fdd75463f943b463681155f9e
34.771819593699,-0.67169525160449,"6763674285",node,9.375,pharmacy,,NYAKONGO PLAZA,,,,,,,,,,,,,,,,,,,,,,,,73969025,1,2019/09/01 09:59:35+00,e173ab070e6c4911a4a664fe428f82a3
39.6523148990907,-0.484835221043483,"11364707374",node,21.875,hospital,,Baitul tiba,Fatuma abdi,,,private,operational,24/7,,,,,,,,,,,,,,,,,,144257155,1,2023/11/20 17:57:19+00,fa8a85ce17754e91a357ef3470aeaa0b
36.7739574470034,-1.31047506331612,"1804804146",node,18.75,dentist,,Familly Dental Care,,,,private,operational,Mo-Fr 08:30-20:00,,,,,,,,,,,,,,,,,,135608976,3,2023/05/02 10:09:37+00,c584ae65340b4c8e8e680b29234c02c0
35.7364074183454,-0.252984906103478,"2165018909",node,15.625,pharmacy,,Tevin Medical Clinic,,Field Survey,,,,,,,,,yes,,,,,,,,,,,,,15108838,1,2013/02/21 08:11:26+00,26172b4a405a47b589e84e6593826272
36.7979744494426,-1.29521924516902,"5414200513",node,18.75,pharmacy,pharmacy,Rosegate Pharmacy,,,,,,,,,,,,,,,,,,,,,Argwings Kodhek Road,,Nairobi,135969376,2,2023/05/11 09:53:03+00,7c0a669dc28e4093b612bc614f5639a4
36.8790955980033,-1.31674162558571,"914492972",node,9.375,pharmacy,,Sunrise Medicare,,,,,,,,,,,,,,,,,,,,,,,,5795780,1,2010/09/16 13:38:03+00,f7c78ef414ae433e87784e17f6f7a2a6
36.8423508432332,-1.31118811181906,"3856041357",node,9.375,clinic,,clinic,,,,,,,,,,,,,,,,,,,,,,,,35545393,1,2015/11/24 08:22:52+00,a30bb5e84008415cb463f948a3ffbceb
39.052273477819,3.51448904390369,"7260938234",node,15.625,hospital,hospital,Moyale Gen Hospital,,,,,,,,,,,,,,,,,,,,,,,Moyale,81731337,1,2020/03/03 14:06:49+00,e06b28a6a180459daf7b25e7763ec5b7
34.7709566767672,-0.044987140662386,"9587605887",node,12.5,hospital,hospital,St. Monica Hospital,,,,,,,,,,,,,,,,,,,,,,,,118628871,1,2022/03/18 11:26:44+00,302bc9dac8fa4a7189ff215afbf49a4f
34.4878409656374,0.335645559825849,"6241666287",node,18.75,hospital,hospital,Mumias Mission,,,,,,,,,,,,,,,,,,,,,Mumias-Bungoma Road,,Mumias,134112120,2,2023/03/25 17:29:07+00,1d225187dcd04131ab774451c57c61d5
,,"387483418",way,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,135328609,2,2023/04/25 06:39:32+00,1031c69f1b1d406ab89bd983379b9e14
36.8819107440031,-1.26530096380051,"8415805017",node,25,clinic,clinic,Cefi Nursing Home,,,,private,operational,Sa-Su 08:00-17:00,"0",,,,,,,,,,,,,,,,,99125700,1,2021/02/11 17:47:40+00,943bfb212f53429483cfda140f08b3f3
36.7878259763562,-1.30614388248927,"4963507352",node,9.375,clinic,,Kibera LVCT Health Dream Centre,,,,,,,,,,,,,,,,,,,,,,,,134812930,2,2023/04/12 11:38:38+00,1092d92180094c8ab08c33f7f35c84b6
34.781396588627,-0.086928507762025,"8214402669",node,15.625,pharmacy,,Corner Mbuta Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,95631243,1,2020/12/10 17:00:58+00,2c6754d2645f4bf4985bc30f571dee60
36.8593366861953,-1.26183831578049,"7952200617",node,15.625,clinic,,Core,,,,private,operational,,,,,,,,,,,,,,,,,,,91659564,1,2020/09/28 17:45:03+00,90a0e31192e740c6993cd579e36b62dd
37.068522167316,0.021734736436514,"4581729090",node,9.375,clinic,,Maternity Nursing home,,,,,,,,,,,,,,,,,,,,,,,,44792393,1,2016/12/30 19:12:33+00,af6d3f724b9841028ec0c18271a47491
,,"408875501",way,9.375,hospital,,Pandya Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,38408462,1,2016/04/08 15:02:01+00,57671a0a1d1d4f3a835d1eb5aa5adc85
36.7861038305302,-1.3077136453156,"612009706",node,21.875,pharmacy,,Herbal Chemist,,,,private,operational,07:30-19:00,,,,,,,,,,,,,,,,,,134809251,8,2023/04/12 10:10:45+00,4e8fec69def94b0c8825adfc23f03d77
36.8647807323065,-1.25877271851383,"2385083676",node,21.875,pharmacy,,Cordial medical clinic,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,65113705,3,2018/12/03 06:12:03+00,e552763ef6004618b26f58db5be80725
34.1790178736553,0.206283541016461,"2631115731",node,9.375,hospital,,Matibabu Hospital,,,,,,,,,,,,,,,,,,,,,,,,20121970,1,2014/01/21 13:02:32+00,fa32de5d02ec4edf97cfee8e158d2249
36.362327127475,0.038537099538132,"2475402441",node,15.625,hospital,,Nyahururu General Hospital,,,,,,,,,,,,,,,,,,,,,Nyeri-Nyahururu Road,,Nyahururu,66704643,2,2019/01/28 12:42:22+00,513c0527598f450393a8ce0a5a3852a4
36.888399929621,-1.25002008376293,"8891997091",node,12.5,*,alternative,Faith healer,,,,,,,,,,,,,,,,,,,,,,,,107380437,1,2021/07/04 08:44:18+00,518ec44d1c164376b2239013e7740425
34.7782566438791,-0.097663378794408,"8214402678",node,15.625,pharmacy,,Gweja Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,95631243,1,2020/12/10 17:00:58+00,c64616b068004e80a50cbc74e3d91688
36.8236577742327,-1.3205639410709,"8415831218",node,25,clinic,hospital,Arawelo Medical Centre Limited,,,gynaecology,,operational,24/7,"15",,,,,,,,,,,,,,,,,109655038,2,2021/08/14 04:37:31+00,d46fc78b00884c6a842bd7886549416b
36.8754999291799,-1.31131006851024,"8894604392",node,12.5,pharmacy,pharmacy,Stepps Chemist,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,b413422290d84567994e5d306305471d
,,"731056041",way,18.75,hospital,hospital,Mathare Mental Hospital,,,,,,,,,,,,,,,,,,,,,Thika Road,,Nairobi,137011388,2,2023/06/06 11:51:31+00,ae0ffab5d6c748118b43fa87d6532ba4
36.7903839655667,-1.30907394438162,"698592302",node,21.875,pharmacy,,Chemist,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,134437531,4,2023/04/03 05:43:13+00,2a3d79633bc645b5af8ca37e1af03bda
36.8705999524037,-1.31073004081065,"8894592637",node,12.5,clinic,clinic,St. Joans Medical Center,,,,,,,,,,,,,,,,,,,,,,,,107429683,1,2021/07/05 09:34:43+00,5c2406d31e5e4811a20860493c8165c6
36.88049998588,-1.30904008149281,"8895124062",node,12.5,hospital,hospital,Cana Family Health Center,,,,,,,,,,,,,,,,,,,,,,,,107442924,1,2021/07/05 13:32:51+00,e318744b7cde4244a795b2dbf2793fbf
35.118805323192,1.2906801941493,"6908747811",node,12.5,clinic,,Kapkoris Dispensary,,,,,,,,,,,yes,,,,,,,,,,,,,114511574,3,2021/12/03 07:52:21+00,4b18d96137434444922c2996ecf8ea51
37.4545953935161,-1.65903524950122,"5641420360",node,18.75,hospital,,Mbooni Sub-County Hospital,,,,,,24/7,,,,,yes,,,,,always,,,,,,,,75323374,5,2019/10/05 16:52:20+00,4fdbe706a2ab47bd8386c776390ca03f
37.1562566374806,-0.719891530128308,"3105367374",node,15.625,pharmacy,,Acess Health Pharmacy,,,,,,Mo-Sa 08:00-18:00,,,,,yes,,,,,,,,,,,,,64908393,2,2018/11/26 18:50:18+00,164fffba6b024174a834a4e6ba459665
37.1495864865732,-0.731933642779637,"3105367409",node,15.625,pharmacy,,Mukuyu Chemist,,,,,,Mo-Sa 08:00-18:00,,,,,yes,,,,,,,,,,,,,31438821,2,2015/05/25 08:53:21+00,a191365e23344f1298f0d08b5b530891
36.8635424737506,-1.26287155298471,"4503879853",node,18.75,clinic,,Villa Medical Centre,,,,private,operational,08:00-21:00,,,,,,,,,,,,,,,,,,64907797,2,2018/11/26 18:28:12+00,15e07adf22644d9d985e9a98233a059d
36.0662914669744,-0.28530502182636,"3078100353",node,12.5,pharmacy,pharmacy,Ngata bridge,,,,,,,,,,,,,,,,,,,,,,,,120837151,4,2022/05/11 11:58:53+00,229f6d82705546aba03a4e037f8a7449
,,"797911025",way,18.75,hospital,hospital,Kipsoit Dispensary,,,,,,,,,,,no,,,,,none,,,,,,,,84334558,1,2020/04/29 11:26:23+00,085fdd197f304bc4994d8566300c8a8b
35.8668575758248,-1.08474714191112,"2969743459",node,9.375,hospital,,Narok District Hospital,,,,,,,,,,,,,,,,,,,,,,,,24233236,1,2014/07/19 05:23:52+00,0c2b69fb6c99442597e331131029823e
36.8392474435832,-1.30889515838692,"3856130660",node,9.375,pharmacy,,andrews chemist,,,,,,,,,,,,,,,,,,,,,,,,35546881,1,2015/11/24 09:58:31+00,e229f6da02b84583989cfb5da04f7ae4
36.8450249218026,-1.26503676621249,"7952200601",node,18.75,hospital,,The Jordon Hospital,,,,private,operational,,,,,operating_theatre,,,,,,,,,,,,,,93783612,2,2020/11/09 08:54:18+00,25ee569d5ea549f5824c4a4d191bd4e8
34.0353055336987,0.153656085560925,"11586713101",node,21.875,pharmacy,,Philocare Pharmacy,Private-Philip,KRCS2023,,Private,,8am - 8pm,,,,,,,,,,,,,,,,,,147149821,2,2024/02/06 20:06:38+00,9260b1885772421095038cc1a8c77b3b
,,"731554425",way,18.75,hospital,hospital,St. Mulumba Hospital,,,,,,,,,,,,,,,,,,,,,Garissa Road,,Thika,75275286,1,2019/10/04 10:43:22+00,949977b8124647b4836744b3a9ead792
36.9350825202508,-1.19170324389032,"11482256914",node,12.5,hospital,hospital,Emory Hospital,,,,,,,,,,,,,,,,,,,,,,,,145829238,1,2024/01/03 09:03:25+00,223d382e429a40a7a34a69d38630d028
39.9970680248544,1.83237057738341,"3702818291",node,9.375,clinic,,Elnur Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33414147,1,2015/08/18 12:31:02+00,59b46167d43e47f0aafb6435784d4890
37.6530602528399,-0.46837483959132,"560737725",node,9.375,hospital,,karurumo health centre,,,,,,,,,,,,,,,,,,,,,,,,3089987,1,2009/11/11 13:21:14+00,207791eccdb64adaa2f966c2a6a8ef16
36.7455339942468,-1.28608867040404,"8074036764",node,15.625,pharmacy,,Philimed,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,64b1b01de2d9423bb062241e8deacaf5
37.5750278355987,0.340897995630513,"3283812027",node,9.375,hospital,,pepo la tumaini dispensary,,,,,,,,,,,,,,,,,,,,,,,,28842235,3,2015/02/14 14:29:35+00,e76b5a990f54421e80fa6ba461d39176
36.5945398759082,-0.947324917372015,"9248481090",node,12.5,hospital,hospital,AIC Kijabe Hospital,,,,,,,,,,,,,,,,,,,,,,,,113734760,1,2021/11/13 15:33:07+00,3e3833d931db4b0fac6ae6ecb70ad485
36.7702908672792,-1.29082478097322,"5334918491",node,18.75,clinic,clinic,Aga Khan University Hospital Medical Centre,,,,,,,,,,,,,,,,,,,,,Gitanga Road,,Nairobi,56728223,3,2018/02/27 16:52:09+00,5a8a28a9557d478783bf08e044b44c63
40.3617508856128,2.30586294655072,"3702721568",node,9.375,clinic,,Wargadud Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33412755,1,2015/08/18 11:26:39+00,dcce25f095b144b8a639b3afd9fad6c6
36.8647673212614,-1.25993797069302,"2378857067",node,21.875,pharmacy,,Benakim chemist,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,19292003,3,2013/12/05 16:13:54+00,15618ac544964622bb7f067dbf2f8fa1
